date,open,close,high,low,volume,uOpen,uClose,uHigh,uLow,uVolume,change,changePercent,label,changeOverTime
2019-05-28,1832.75,1836.43,1849.26,1827.35,3199965,1832.75,1836.43,1849.26,1827.35,3199965,13.15,0.7212,"May 28, 19",0.222608
2019-05-29,1823.12,1819.19,1830.0,1807.53,4279025,1823.12,1819.19,1830.0,1807.53,4279025,-17.24,-0.9388,"May 29, 19",0.21113
2019-05-30,1825.49,1816.32,1829.47,1807.82,3146850,1825.49,1816.32,1829.47,1807.82,3146850,-2.87,-0.1578,"May 30, 19",0.209219
2019-05-31,1790.01,1775.07,1795.58,1772.7,4618819,1790.01,1775.07,1795.58,1772.7,4618819,-41.25,-2.2711,"May 31, 19",0.181757
2019-06-03,1760.01,1692.69,1766.29,1672.0,9098708,1760.01,1692.69,1766.29,1672.0,9098708,-82.38,-4.6409,"Jun 3, 19",0.126912
2019-06-04,1699.24,1729.56,1730.82,1680.89,5679121,1699.24,1729.56,1730.82,1680.89,5679121,36.87,2.1782,"Jun 4, 19",0.151459
2019-06-05,1749.6,1738.5,1752.0,1715.25,4239782,1749.6,1738.5,1752.0,1715.25,4239782,8.94,0.5169,"Jun 5, 19",0.15741
2019-06-06,1737.71,1754.36,1760.0,1726.13,3689272,1737.71,1754.36,1760.0,1726.13,3689272,15.86,0.9123,"Jun 6, 19",0.167969
2019-06-07,1763.7,1804.03,1806.25,1759.49,4808246,1763.7,1804.03,1806.25,1759.49,4808246,49.67,2.8312,"Jun 7, 19",0.201037
2019-06-10,1822.0,1860.63,1884.87,1818.0,5371007,1822.0,1860.63,1884.87,1818.0,5371007,56.6,3.1374,"Jun 10, 19",0.238719
2019-06-11,1883.25,1863.7,1893.7,1858.0,4042694,1883.25,1863.7,1893.7,1858.0,4042694,3.07,0.165,"Jun 11, 19",0.240763
2019-06-12,1853.98,1855.32,1865.0,1844.38,2678335,1853.98,1855.32,1865.0,1844.38,2678335,-8.38,-0.4496,"Jun 12, 19",0.235184
2019-06-13,1866.72,1870.3,1883.09,1862.22,2795810,1866.72,1870.3,1883.09,1862.22,2795810,14.98,0.8074,"Jun 13, 19",0.245157
2019-06-14,1864.0,1869.67,1876.0,1859.0,2851163,1864.0,1869.67,1876.0,1859.0,2851163,-0.63,-0.0337,"Jun 14, 19",0.244737
2019-06-17,1876.5,1886.03,1895.68,1875.45,2634342,1876.5,1886.03,1895.68,1875.45,2634342,16.36,0.875,"Jun 17, 19",0.255629
2019-06-18,1901.35,1901.37,1921.67,1899.79,3895728,1901.35,1901.37,1921.67,1899.79,3895728,15.34,0.8133,"Jun 18, 19",0.265842
2019-06-19,1907.84,1908.79,1919.58,1892.47,2895347,1907.84,1908.79,1919.58,1892.47,2895347,7.42,0.3902,"Jun 19, 19",0.270781
2019-06-20,1933.33,1918.19,1935.2,1905.8,3217153,1933.33,1918.19,1935.2,1905.8,3217153,9.4,0.4925,"Jun 20, 19",0.27704
2019-06-21,1916.1,1911.3,1925.95,1907.58,3933576,1916.1,1911.3,1925.95,1907.58,3933576,-6.89,-0.3592,"Jun 21, 19",0.272452
2019-06-24,1912.66,1913.9,1916.86,1901.3,2282969,1912.66,1913.9,1916.86,1901.3,2282969,2.6,0.136,"Jun 24, 19",0.274183
2019-06-25,1911.84,1878.27,1916.38,1872.42,3012347,1911.84,1878.27,1916.38,1872.42,3012347,-35.63,-1.8616,"Jun 25, 19",0.250463
2019-06-26,1892.48,1897.83,1903.8,1887.32,2441910,1892.48,1897.83,1903.8,1887.32,2441910,19.56,1.0414,"Jun 26, 19",0.263485
2019-06-27,1902.0,1904.28,1911.24,1898.04,2141721,1902.0,1904.28,1911.24,1898.04,2141721,6.45,0.3399,"Jun 27, 19",0.267779
2019-06-28,1909.1,1893.63,1912.94,1884.0,3037358,1909.1,1893.63,1912.94,1884.0,3037358,-10.65,-0.5593,"Jun 28, 19",0.260689
2019-07-01,1922.98,1922.19,1929.82,1914.66,3203347,1922.98,1922.19,1929.82,1914.66,3203347,28.56,1.5082,"Jul 1, 19",0.279703
2019-07-02,1919.38,1934.31,1934.79,1906.63,2651299,1919.38,1934.31,1934.79,1906.63,2651299,12.12,0.6305,"Jul 2, 19",0.287771
2019-07-03,1935.89,1939.0,1941.59,1930.5,1690294,1935.89,1939.0,1941.59,1930.5,1690294,4.69,0.2425,"Jul 3, 19",0.290894
2019-07-05,1928.6,1942.91,1945.9,1925.3,2628359,1928.6,1942.91,1945.9,1925.3,2628359,3.91,0.2017,"Jul 5, 19",0.293497
2019-07-08,1934.12,1952.32,1956.0,1928.25,2883371,1934.12,1952.32,1956.0,1928.25,2883371,9.41,0.4843,"Jul 8, 19",0.299762
2019-07-09,1947.8,1988.3,1990.01,1943.47,4345698,1947.8,1988.3,1990.01,1943.47,4345698,35.98,1.8429,"Jul 9, 19",0.323715
2019-07-10,1996.51,2017.41,2024.94,1995.4,4931902,1996.51,2017.41,2024.94,1995.4,4931902,29.11,1.4641,"Jul 10, 19",0.343095
2019-07-11,2025.62,2001.07,2035.8,1995.3,4317766,2025.62,2001.07,2035.8,1995.3,4317766,-16.34,-0.8099,"Jul 11, 19",0.332217
2019-07-12,2008.27,2011.0,2017.0,2003.87,2509297,2008.27,2011.0,2017.0,2003.87,2509297,9.93,0.4962,"Jul 12, 19",0.338828
2019-07-15,2021.4,2020.99,2022.9,2001.55,2981343,2021.4,2020.99,2022.9,2001.55,2981343,9.99,0.4968,"Jul 15, 19",0.345479
2019-07-16,2010.58,2009.9,2026.31,2001.22,2618198,2010.58,2009.9,2026.31,2001.22,2618198,-11.09,-0.5487,"Jul 16, 19",0.338096
2019-07-17,2007.05,1992.03,2012.0,1992.03,2558809,2007.05,1992.03,2012.0,1992.03,2558809,-17.87,-0.8891,"Jul 17, 19",0.326199
2019-07-18,1980.01,1977.9,1987.5,1951.55,3504252,1980.01,1977.9,1987.5,1951.55,3504252,-14.13,-0.7093,"Jul 18, 19",0.316792
2019-07-19,1991.21,1964.52,1996.0,1962.22,3185612,1991.21,1964.52,1996.0,1962.22,3185612,-13.38,-0.6765,"Jul 19, 19",0.307884
2019-07-22,1971.14,1985.63,1989.0,1958.26,2908111,1971.14,1985.63,1989.0,1958.26,2908111,21.11,1.0746,"Jul 22, 19",0.321938
2019-07-23,1995.99,1994.49,1997.79,1973.13,2703480,1995.99,1994.49,1997.79,1973.13,2703480,8.86,0.4462,"Jul 23, 19",0.327836
2019-07-24,1969.3,2000.81,2001.3,1965.87,2631300,1969.3,2000.81,2001.3,1965.87,2631300,6.32,0.3169,"Jul 24, 19",0.332044
2019-07-25,2001.0,1973.82,2001.2,1972.72,4136461,2001.0,1973.82,2001.2,1972.72,4136461,-26.99,-1.349,"Jul 25, 19",0.314075
2019-07-26,1942.0,1943.05,1950.89,1924.51,4927143,1942.0,1943.05,1950.89,1924.51,4927143,-30.77,-1.5589,"Jul 26, 19",0.29359
2019-07-29,1930.0,1912.45,1932.22,1890.54,4493190,1930.0,1912.45,1932.22,1890.54,4493190,-30.6,-1.5748,"Jul 29, 19",0.273218
2019-07-30,1891.11,1898.53,1909.89,1883.48,2910888,1891.11,1898.53,1909.89,1883.48,2910888,-13.92,-0.7279,"Jul 30, 19",0.263951
2019-07-31,1898.11,1866.78,1899.55,1849.44,4470727,1898.11,1866.78,1899.55,1849.44,4470727,-31.75,-1.6723,"Jul 31, 19",0.242813
2019-08-01,1871.72,1855.32,1897.92,1844.01,4713311,1871.72,1855.32,1897.92,1844.01,4713311,-11.46,-0.6139,"Aug 1, 19",0.235184
2019-08-02,1845.07,1823.24,1846.36,1808.02,4956225,1845.07,1823.24,1846.36,1808.02,4956225,-32.08,-1.7291,"Aug 2, 19",0.213826
2019-08-05,1770.22,1765.13,1788.66,1748.78,6058212,1770.22,1765.13,1788.66,1748.78,6058212,-58.11,-3.1872,"Aug 5, 19",0.175139
2019-08-06,1792.23,1787.83,1793.77,1753.4,5070258,1792.23,1787.83,1793.77,1753.4,5070258,22.7,1.286,"Aug 6, 19",0.190252
2019-08-07,1773.99,1793.4,1798.93,1757.0,4526884,1773.99,1793.4,1798.93,1757.0,4526884,5.57,0.3116,"Aug 7, 19",0.19396
2019-08-08,1806.0,1832.89,1834.26,1798.11,3701242,1806.0,1832.89,1834.26,1798.11,3701242,39.49,2.202,"Aug 8, 19",0.220251
2019-08-09,1828.95,1807.58,1831.09,1802.22,2879770,1828.95,1807.58,1831.09,1802.22,2879770,-25.31,-1.3809,"Aug 9, 19",0.203401
2019-08-12,1795.99,1784.92,1800.98,1777.0,2905498,1795.99,1784.92,1800.98,1777.0,2905498,-22.66,-1.2536,"Aug 12, 19",0.188315
2019-08-13,1783.0,1824.34,1831.74,1780.0,4075021,1783.0,1824.34,1831.74,1780.0,4075021,39.42,2.2085,"Aug 13, 19",0.214559
2019-08-14,1793.01,1762.96,1795.65,1757.21,4893649,1793.01,1762.96,1795.65,1757.21,4893649,-61.38,-3.3645,"Aug 14, 19",0.173695
2019-08-15,1781.99,1776.12,1788.0,1761.96,3809948,1781.99,1776.12,1788.0,1761.96,3809948,13.16,0.7465,"Aug 15, 19",0.182456
2019-08-16,1792.89,1792.57,1802.9,1784.54,3054240,1792.89,1792.57,1802.9,1784.54,3054240,16.45,0.9262,"Aug 16, 19",0.193408
2019-08-19,1818.08,1816.12,1826.0,1812.61,2820303,1818.08,1816.12,1826.0,1812.61,2820303,23.55,1.3138,"Aug 19, 19",0.209086
2019-08-20,1814.5,1801.38,1816.82,1799.88,1932835,1814.5,1801.38,1816.82,1799.88,1932835,-14.74,-0.8116,"Aug 20, 19",0.199273
2019-08-21,1819.39,1823.54,1829.57,1815.0,2039231,1819.39,1823.54,1829.57,1815.0,2039231,22.16,1.2302,"Aug 21, 19",0.214026
2019-08-22,1828.0,1805.6,1829.41,1800.1,2658388,1828.0,1805.6,1829.41,1800.1,2658388,-17.94,-0.9838,"Aug 22, 19",0.202082
2019-08-23,1793.03,1749.62,1804.89,1745.23,5277898,1793.03,1749.62,1804.89,1745.23,5277898,-55.98,-3.1004,"Aug 23, 19",0.164814
2019-08-26,1766.91,1768.87,1770.0,1743.51,3085320,1766.91,1768.87,1770.0,1743.51,3085320,19.25,1.1002,"Aug 26, 19",0.177629
2019-08-27,1775.73,1761.83,1779.4,1746.68,3027245,1775.73,1761.83,1779.4,1746.68,3027245,-7.04,-0.398,"Aug 27, 19",0.172942
2019-08-28,1755.0,1764.25,1767.86,1744.05,2421893,1755.0,1764.25,1767.86,1744.05,2421893,2.42,0.1374,"Aug 28, 19",0.174554
2019-08-29,1783.0,1786.4,1798.55,1777.25,3018012,1783.0,1786.4,1798.55,1777.25,3018012,22.15,1.2555,"Aug 29, 19",0.1893
2019-08-30,1797.49,1776.29,1799.74,1764.57,3064147,1797.49,1776.29,1799.74,1764.57,3064147,-10.11,-0.5659,"Aug 30, 19",0.182569
2019-09-03,1770.0,1789.84,1800.8,1768.0,3546859,1770.0,1789.84,1800.8,1768.0,3546859,13.55,0.7628,"Sep 3, 19",0.19159
2019-09-04,1805.0,1800.62,1807.63,1796.23,2326228,1805.0,1800.62,1807.63,1796.23,2326228,10.78,0.6023,"Sep 4, 19",0.198767
2019-09-05,1821.95,1840.72,1842.0,1815.57,3325189,1821.95,1840.72,1842.0,1815.57,3325189,40.1,2.227,"Sep 5, 19",0.225464
2019-09-06,1838.22,1833.51,1840.65,1826.4,2496933,1838.22,1833.51,1840.65,1826.4,2496933,-7.21,-0.3917,"Sep 6, 19",0.220664
2019-09-09,1841.0,1831.35,1850.0,1824.61,2999515,1841.0,1831.35,1850.0,1824.61,2999515,-2.16,-0.1178,"Sep 9, 19",0.219226
2019-09-10,1822.75,1820.55,1825.81,1805.33,2613879,1822.75,1820.55,1825.81,1805.33,2613879,-10.8,-0.5897,"Sep 10, 19",0.212035
2019-09-11,1812.14,1822.99,1833.42,1809.08,2432767,1812.14,1822.99,1833.42,1809.08,2432767,2.44,0.134,"Sep 11, 19",0.21366
2019-09-12,1837.63,1843.55,1853.66,1834.28,2823505,1837.63,1843.55,1853.66,1834.28,2823505,20.56,1.1278,"Sep 12, 19",0.227348
2019-09-13,1842.01,1839.34,1846.12,1835.17,1971317,1842.01,1839.34,1846.12,1835.17,1971317,-4.21,-0.2284,"Sep 13, 19",0.224545
2019-09-16,1824.02,1807.84,1825.69,1800.2,3675473,1824.02,1807.84,1825.69,1800.2,3675473,-31.5,-1.7126,"Sep 16, 19",0.203574
2019-09-17,1807.08,1822.55,1823.99,1804.1,2033058,1807.08,1822.55,1823.99,1804.1,2033058,14.71,0.8137,"Sep 17, 19",0.213367
2019-09-18,1817.04,1817.46,1822.06,1795.5,2536012,1817.04,1817.46,1822.06,1795.5,2536012,-5.09,-0.2793,"Sep 18, 19",0.209978
2019-09-19,1821.02,1821.5,1832.57,1817.9,2078335,1821.02,1821.5,1832.57,1817.9,2078335,4.04,0.2223,"Sep 19, 19",0.212668
2019-09-20,1821.71,1794.16,1830.63,1780.92,5555839,1821.71,1794.16,1830.63,1780.92,5555839,-27.34,-1.501,"Sep 20, 19",0.194466
2019-09-23,1777.0,1785.3,1792.7,1767.32,3139142,1777.0,1785.3,1792.7,1767.32,3139142,-8.86,-0.4938,"Sep 23, 19",0.188568
2019-09-24,1790.6,1741.61,1795.7,1735.54,4637901,1790.6,1741.61,1795.7,1735.54,4637901,-43.69,-2.4472,"Sep 24, 19",0.159481
2019-09-25,1747.36,1768.33,1773.0,1723.0,3531098,1747.36,1768.33,1773.0,1723.0,3531098,26.72,1.5342,"Sep 25, 19",0.17727
2019-09-26,1762.79,1739.84,1763.37,1731.5,3571952,1762.79,1739.84,1763.37,1731.5,3571952,-28.49,-1.6111,"Sep 26, 19",0.158303
2019-09-27,1748.0,1725.45,1749.12,1713.82,3948029,1748.0,1725.45,1749.12,1713.82,3948029,-14.39,-0.8271,"Sep 27, 19",0.148722
2019-09-30,1726.99,1735.91,1737.46,1709.22,2760768,1726.99,1735.91,1737.46,1709.22,2760768,10.46,0.6062,"Sep 30, 19",0.155686
2019-10-01,1746.0,1735.65,1755.6,1728.41,3170460,1746.0,1735.65,1755.6,1728.41,3170460,-0.26,-0.015,"Oct 1, 19",0.155513
2019-10-02,1727.74,1713.23,1728.89,1705.0,3338476,1727.74,1713.23,1728.89,1705.0,3338476,-22.42,-1.2917,"Oct 2, 19",0.140587
2019-10-03,1713.0,1724.42,1725.0,1685.06,3624371,1713.0,1724.42,1725.0,1685.06,3624371,11.19,0.6532,"Oct 3, 19",0.148037
2019-10-04,1726.02,1739.65,1740.57,1719.23,2489277,1726.02,1739.65,1740.57,1719.23,2489277,15.23,0.8832,"Oct 4, 19",0.158176
2019-10-07,1731.63,1732.66,1747.83,1723.7,2187598,1731.63,1732.66,1747.83,1723.7,2187598,-6.99,-0.4018,"Oct 7, 19",0.153522
2019-10-08,1722.49,1705.51,1727.0,1705.0,2626840,1722.49,1705.51,1727.0,1705.0,2626840,-27.15,-1.567,"Oct 8, 19",0.135447
2019-10-09,1719.61,1721.99,1729.95,1714.36,2089335,1719.61,1721.99,1729.95,1714.36,2089335,16.48,0.9663,"Oct 9, 19",0.146419
2019-10-10,1725.24,1720.26,1738.29,1713.75,2721531,1725.24,1720.26,1738.29,1713.75,2721531,-1.73,-0.1005,"Oct 10, 19",0.145267
2019-10-11,1742.92,1731.92,1745.45,1729.86,3279534,1742.92,1731.92,1745.45,1729.86,3279534,11.66,0.6778,"Oct 11, 19",0.15303
2019-10-14,1728.91,1736.43,1741.88,1722.0,1928898,1728.91,1736.43,1741.88,1722.0,1928898,4.51,0.2604,"Oct 14, 19",0.156032
2019-10-15,1742.14,1767.38,1776.45,1740.62,3129244,1742.14,1767.38,1776.45,1740.62,3129244,30.95,1.7824,"Oct 15, 19",0.176637
2019-10-16,1773.33,1777.43,1786.24,1770.52,2804068,1773.33,1777.43,1786.24,1770.52,2804068,10.05,0.5686,"Oct 16, 19",0.183328
2019-10-17,1796.49,1787.48,1798.85,1782.02,2713773,1796.49,1787.48,1798.85,1782.02,2713773,10.05,0.5654,"Oct 17, 19",0.190019
2019-10-18,1787.8,1757.51,1793.98,1749.2,3366091,1787.8,1757.51,1793.98,1749.2,3366091,-29.97,-1.6767,"Oct 18, 19",0.170066
2019-10-21,1769.66,1785.66,1785.88,1765.0,2224902,1769.66,1785.66,1785.88,1765.0,2224902,28.15,1.6017,"Oct 21, 19",0.188807
2019-10-22,1788.15,1765.73,1789.77,1762.0,2234425,1788.15,1765.73,1789.77,1762.0,2234425,-19.93,-1.1161,"Oct 22, 19",0.175539
2019-10-23,1761.3,1762.17,1770.05,1742.0,2190380,1761.3,1762.17,1770.05,1742.0,2190380,-3.56,-0.2016,"Oct 23, 19",0.173169
2019-10-24,1771.09,1780.78,1788.33,1760.27,5204350,1771.09,1780.78,1788.33,1760.27,5204350,18.61,1.0561,"Oct 24, 19",0.185558
2019-10-25,1697.55,1761.33,1764.21,1695.0,9626402,1697.55,1761.33,1764.21,1695.0,9626402,-19.45,-1.0922,"Oct 25, 19",0.17261
2019-10-28,1748.06,1777.08,1778.7,1742.5,3708851,1748.06,1777.08,1778.7,1742.5,3708851,15.75,0.8942,"Oct 28, 19",0.183095
2019-10-29,1774.81,1762.71,1777.0,1755.81,2276855,1774.81,1762.71,1777.0,1755.81,2276855,-14.37,-0.8086,"Oct 29, 19",0.173528
2019-10-30,1760.24,1779.99,1782.38,1759.11,2449405,1760.24,1779.99,1782.38,1759.11,2449405,17.28,0.9803,"Oct 30, 19",0.185033
2019-10-31,1775.99,1776.66,1792.0,1771.47,2781185,1775.99,1776.66,1792.0,1771.47,2781185,-3.33,-0.1871,"Oct 31, 19",0.182816
2019-11-01,1788.01,1791.44,1797.44,1785.21,2790354,1788.01,1791.44,1797.44,1785.21,2790354,14.78,0.8319,"Nov 1, 19",0.192655
2019-11-04,1801.01,1804.66,1815.06,1801.01,2771922,1801.01,1804.66,1815.06,1801.01,2771922,13.22,0.738,"Nov 4, 19",0.201457
2019-11-05,1809.16,1801.71,1810.25,1794.0,1885543,1809.16,1801.71,1810.25,1794.0,1885543,-2.95,-0.1635,"Nov 5, 19",0.199493
2019-11-06,1801.0,1795.77,1802.5,1788.58,2029783,1801.0,1795.77,1802.5,1788.58,2029783,-5.94,-0.3297,"Nov 6, 19",0.195538
2019-11-07,1803.76,1788.2,1805.9,1783.48,2651086,1803.76,1788.2,1805.9,1783.48,2651086,-7.57,-0.4215,"Nov 7, 19",0.190498
2019-11-08,1787.89,1785.88,1789.88,1774.04,2126198,1787.89,1785.88,1789.88,1774.04,2126198,-2.32,-0.1297,"Nov 8, 19",0.188954
2019-11-11,1778.0,1771.65,1780.0,1767.13,1947810,1778.0,1771.65,1780.0,1767.13,1947810,-14.23,-0.7968,"Nov 11, 19",0.17948
2019-11-12,1774.66,1778.0,1786.22,1771.91,2038925,1774.66,1778.0,1786.22,1771.91,2038925,6.35,0.3584,"Nov 12, 19",0.183708
2019-11-13,1773.39,1753.11,1775.0,1747.32,2926892,1773.39,1753.11,1775.0,1747.32,2926892,-24.89,-1.3999,"Nov 13, 19",0.167137
2019-11-14,1751.43,1754.6,1766.59,1749.56,2269417,1751.43,1754.6,1766.59,1749.56,2269417,1.49,0.085,"Nov 14, 19",0.168129
2019-11-15,1760.05,1739.49,1761.68,1732.86,3931141,1760.05,1739.49,1761.68,1732.86,3931141,-15.11,-0.8612,"Nov 15, 19",0.15807
2019-11-18,1738.3,1752.53,1753.7,1722.71,2841907,1738.3,1752.53,1753.7,1722.71,2841907,13.04,0.7496,"Nov 18, 19",0.166751
2019-11-19,1756.99,1752.79,1760.68,1743.03,2274535,1756.99,1752.79,1760.68,1743.03,2274535,0.26,0.0148,"Nov 19, 19",0.166924
2019-11-20,1749.14,1745.53,1762.52,1734.12,2793759,1749.14,1745.53,1762.52,1734.12,2793759,-7.26,-0.4142,"Nov 20, 19",0.162091
2019-11-21,1743.0,1734.71,1746.87,1730.36,2662938,1743.0,1734.71,1746.87,1730.36,2662938,-10.82,-0.6199,"Nov 21, 19",0.154887
2019-11-22,1739.02,1745.72,1746.43,1731.0,2479081,1739.02,1745.72,1746.43,1731.0,2479081,11.01,0.6347,"Nov 22, 19",0.162217
